trade_id,open_time,close_time,symbol,strategy_id,qty,entry_price,exit_price,fees_usd,pnl_usd,pnl_pct,exit_reason,stop_pct,take_pct,sentiment_score,sentiment_label,news_headline
b23adb8cdcfe8eb7,2025-07-10 09:30:00,2025-07-10 12:00:00,NVDA,S01,6099,163.9577,162.955,0.0,-6115.467299999853,-0.6115601768016848,EOD,3.0,5.0,0.17766292134831463,POS,We Better Hope Q2 Earnings Don't Disappoint
a78468151f85242b,2025-07-10 09:30:00,2025-07-10 12:00:00,GOOGL,S01,5693,175.65,176.53,0.0,5009.839999999974,0.5009962994591491,EOD,3.0,5.0,0.14178823529411763,POS,"Battle of the Billionaires: Bill Ackman Has 14% of Pershing Square's Portfolio Invested in This Dirt Cheap ""Magnificent Seven"" Stock, Which Coatue Management's Philippe Laffont Thinks Is Headed for Further Pressure"
bbfb6a98856afcc2,2025-07-10 09:30:00,2025-07-10 12:00:00,CSCO,S01,14462,69.145,69.09,0.0,-795.4099999998931,-0.07954298937015346,EOD,3.0,5.0,0.24766666666666667,POS,These Are The Most Overvalued And Undervalued Mega Cap Stocks
bbf97a16aeaf395f,2025-07-11 09:30:00,2025-07-11 12:00:00,TSM,S01,4349,229.91,230.96,0.0,4566.45000000005,0.4567004480013968,EOD,3.0,5.0,0.21413888888888885,POS,"Nvidia Drives AI Stampede With Broadcom, Palantir — And More — In Tow"
143d6fd68844d3c2,2025-07-11 09:30:00,2025-07-11 11:59:00,INTU,S01,1340,746.105,750.71,0.0,6170.700000000024,0.6172053531339446,EOD,3.0,5.0,0.27358,POS,Intuit Inc. stock underperforms Thursday when compared to competitors
bf343a25346fe340,2025-07-14 09:30:00,2025-07-14 12:00:00,NVDA,S01,6054,165.16,165.0812,0.0,-477.0552000000066,-0.04771131024461195,EOD,3.0,5.0,0.336190243902439,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
a43f45f278b5d79f,2025-07-14 09:30:00,2025-07-14 12:00:00,AMZN,S01,4436,225.39,225.667,0.0,1228.7720000000677,0.12289808775900228,EOD,3.0,5.0,0.5379692307692308,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
aecc7b5e557c8c20,2025-07-15 09:30:00,2025-07-15 12:00:00,TSM,S01,4261,234.6425,236.855,0.0,9427.462499999903,0.9429238096252712,EOD,3.0,5.0,0.2272666666666667,POS,Nvidia Jumps As Trump Administration Will Let It Resume H20 AI Chip Sales To China
85abd6992148e579,2025-07-16 09:30:00,2025-07-16 12:00:00,NVDA,S01,5831,171.48,170.25,0.0,-7172.12999999994,-0.7172848145556273,EOD,3.0,5.0,0.2999149253731343,POS,Trump’s AI Ambitions Need Tariff Certainty. It’s Not Coming.
4ccc104d3ccdfe82,2025-07-16 09:30:00,2025-07-16 12:00:00,TSM,S01,4230,236.375,236.24,0.0,-571.0499999999615,-0.05711263881543772,EOD,3.0,5.0,0.4875125,POS,Navitas Semiconductor: Don't Ignore The Warning Signs Any Longer (Downgrade)
9f18c31192fa8788,2025-07-10 09:30:00,2025-07-10 12:00:00,NVDA,S02,6099,163.9577,162.955,0.0,-6115.467299999853,-0.6115601768016848,EOD,3.0,8.0,0.17766292134831463,POS,We Better Hope Q2 Earnings Don't Disappoint
718c49a5bc66aefc,2025-07-10 09:30:00,2025-07-10 12:00:00,GOOGL,S02,5693,175.65,176.53,0.0,5009.839999999974,0.5009962994591491,EOD,3.0,8.0,0.14178823529411763,POS,"Battle of the Billionaires: Bill Ackman Has 14% of Pershing Square's Portfolio Invested in This Dirt Cheap ""Magnificent Seven"" Stock, Which Coatue Management's Philippe Laffont Thinks Is Headed for Further Pressure"
ba9cd6ffdc41a7e0,2025-07-10 09:30:00,2025-07-10 12:00:00,CSCO,S02,14462,69.145,69.09,0.0,-795.4099999998931,-0.07954298937015346,EOD,3.0,8.0,0.24766666666666667,POS,These Are The Most Overvalued And Undervalued Mega Cap Stocks
f24c1a809edbd3fb,2025-07-11 09:30:00,2025-07-11 12:00:00,TSM,S02,4349,229.91,230.96,0.0,4566.45000000005,0.4567004480013968,EOD,3.0,8.0,0.21413888888888885,POS,"Nvidia Drives AI Stampede With Broadcom, Palantir — And More — In Tow"
be8fea1d1fe99e78,2025-07-11 09:30:00,2025-07-11 11:59:00,INTU,S02,1340,746.105,750.71,0.0,6170.700000000024,0.6172053531339446,EOD,3.0,8.0,0.27358,POS,Intuit Inc. stock underperforms Thursday when compared to competitors
8a653337754a0054,2025-07-14 09:30:00,2025-07-14 12:00:00,NVDA,S02,6054,165.16,165.0812,0.0,-477.0552000000066,-0.04771131024461195,EOD,3.0,8.0,0.336190243902439,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
b045a6a56cc778ef,2025-07-14 09:30:00,2025-07-14 12:00:00,AMZN,S02,4436,225.39,225.667,0.0,1228.7720000000677,0.12289808775900228,EOD,3.0,8.0,0.5379692307692308,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
f9af3b5e5d685dd6,2025-07-15 09:30:00,2025-07-15 12:00:00,TSM,S02,4261,234.6425,236.855,0.0,9427.462499999903,0.9429238096252712,EOD,3.0,8.0,0.2272666666666667,POS,Nvidia Jumps As Trump Administration Will Let It Resume H20 AI Chip Sales To China
d311f877e0395666,2025-07-16 09:30:00,2025-07-16 12:00:00,NVDA,S02,5831,171.48,170.25,0.0,-7172.12999999994,-0.7172848145556273,EOD,3.0,8.0,0.2999149253731343,POS,Trump’s AI Ambitions Need Tariff Certainty. It’s Not Coming.
36ea6bdd833960e5,2025-07-16 09:30:00,2025-07-16 12:00:00,TSM,S02,4230,236.375,236.24,0.0,-571.0499999999615,-0.05711263881543772,EOD,3.0,8.0,0.4875125,POS,Navitas Semiconductor: Don't Ignore The Warning Signs Any Longer (Downgrade)
6b20f168ff669c36,2025-07-10 09:30:00,2025-07-10 12:00:00,CSCO,S03,14462,69.145,69.09,0.0,-795.4099999998931,-0.07954298937015346,EOD,3.0,12.0,0.24766666666666667,POS,These Are The Most Overvalued And Undervalued Mega Cap Stocks
b824fc059cea3cff,2025-07-11 09:30:00,2025-07-11 12:00:00,TSM,S03,4349,229.91,230.96,0.0,4566.45000000005,0.4567004480013968,EOD,3.0,12.0,0.21413888888888885,POS,"Nvidia Drives AI Stampede With Broadcom, Palantir — And More — In Tow"
4bbd1eebc2987a91,2025-07-11 09:30:00,2025-07-11 11:59:00,INTU,S03,1340,746.105,750.71,0.0,6170.700000000024,0.6172053531339446,EOD,3.0,12.0,0.27358,POS,Intuit Inc. stock underperforms Thursday when compared to competitors
1dcf1b7f82bb77f6,2025-07-14 09:30:00,2025-07-14 12:00:00,NVDA,S03,6054,165.16,165.0812,0.0,-477.0552000000066,-0.04771131024461195,EOD,3.0,12.0,0.336190243902439,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
9608a536847bdeed,2025-07-14 09:30:00,2025-07-14 12:00:00,AMZN,S03,4436,225.39,225.667,0.0,1228.7720000000677,0.12289808775900228,EOD,3.0,12.0,0.5379692307692308,POS,Apple Faces Calls to Reboot AI Strategy With Shares Slumping
99c24fc05a3243d2,2025-07-15 09:30:00,2025-07-15 12:00:00,TSM,S03,4261,234.6425,236.855,0.0,9427.462499999903,0.9429238096252712,EOD,3.0,12.0,0.2272666666666667,POS,Nvidia Jumps As Trump Administration Will Let It Resume H20 AI Chip Sales To China
966c5bfe68d20b6d,2025-07-16 09:30:00,2025-07-16 12:00:00,NVDA,S03,5831,171.48,170.25,0.0,-7172.12999999994,-0.7172848145556273,EOD,3.0,12.0,0.2999149253731343,POS,Trump’s AI Ambitions Need Tariff Certainty. It’s Not Coming.
