trade_id,open_time,close_time,symbol,strategy_id,qty,entry_price,exit_price,fees_usd,pnl_usd,pnl_pct,exit_reason,stop_pct,take_pct,holding_minutes,sentiment_score,sentiment_label,news_headline
5cc85d5586a2eb64,2025-03-07 00:02:00+00:00,2025-03-10 13:30:00+00:00,MSFT,S01,2519,396.9,384.983,0.0,-30018.922999999933,-3.0025195263290434,STOP_LOSS,3.0,5.0,5128.0,0.30873,NEU,
3cff6e2436fedca2,2025-03-07 00:00:00+00:00,2025-03-07 16:25:00+00:00,AMZN,S01,4974,201.01,194.9697,0.0,-30044.45220000001,-3.0049748768717985,STOP_LOSS,3.0,5.0,985.0,0.22949999999999998,NEU,
cfb70c7d4c6f9a22,2025-03-07 00:00:00+00:00,2025-03-10 13:31:00+00:00,GOOGL,S01,5800,172.41,167.2277,0.0,-30057.33999999999,-3.0058001276028063,STOP_LOSS,3.0,5.0,5131.0,0.46881000000000006,NEU,
9865b66eae048bef,2025-03-07 00:00:00+00:00,2025-03-10 14:43:00+00:00,ORCL,S01,6562,152.3734,147.792198,0.0,-30061.84752399994,-3.0065628252700214,STOP_LOSS,3.0,5.0,5203.0,0.3635,NEU,
79f2437293d7d4e7,2025-03-07 00:24:00+00:00,2025-03-11 13:31:00+00:00,ADBE,S01,2247,444.90999999999997,431.55269999999996,0.0,-30013.853100000022,-3.0022476455912455,STOP_LOSS,3.0,5.0,6547.0,0.27180000000000004,NEU,
1c53a2b89419867a,2025-03-07 00:29:00+00:00,2025-03-10 20:00:00+00:00,QCOM,S01,6429,155.5272,150.851384,0.0,-30060.821063999985,-3.006429743478953,STOP_LOSS,3.0,5.0,5491.0,0.5106,NEU,
f0d59e5121823461,2025-03-10 08:00:00+00:00,2025-03-10 14:51:00+00:00,AMZN,S01,5049,198.01999999999998,192.06939999999997,0.0,-30044.579400000042,-3.00504999495001,STOP_LOSS,3.0,5.0,411.0,0.24796,NEU,
2bb16ae44dc99c3b,2025-03-10 08:00:00+00:00,2025-03-10 13:27:00+00:00,GOOGL,S01,5771,173.26,168.0522,0.0,-30054.213799999954,-3.0057716726307238,STOP_LOSS,3.0,5.0,327.0,0.27662,NEU,
60e7202c63540738,2025-03-10 08:00:00+00:00,2025-03-10 12:43:00+00:00,AVGO,S01,5181,193.01,187.2097,0.0,-30051.354299999963,-3.005181078700582,STOP_LOSS,3.0,5.0,283.0,0.38653333333333334,NEU,
00c61ad4f2edb982,2025-03-10 08:00:00+00:00,2025-03-10 14:19:00+00:00,TSM,S01,5646,177.1,171.777,0.0,-30053.658000000043,-3.0056465273856623,STOP_LOSS,3.0,5.0,379.0,0.42397142857142855,NEU,
df33c8fce6006dc2,2025-03-10 08:05:00+00:00,2025-03-10 14:00:00+00:00,ORCL,S01,6493,154.01,149.37969999999999,0.0,-30064.537900000036,-3.006493084864623,STOP_LOSS,3.0,5.0,355.0,0.20962499999999998,NEU,
2c52ea22fcabf9bc,2025-03-10 08:17:00+00:00,2025-03-10 19:06:00+00:00,CSCO,S01,15696,63.71,61.7887,0.0,-30156.724800000036,-3.0156961230576083,STOP_LOSS,3.0,5.0,649.0,0.38335,NEU,
55f2b197423d1c3c,2025-03-10 08:18:00+00:00,2025-03-10 18:00:00+00:00,QCOM,S01,6267,159.56,154.7632,0.0,-30061.54559999994,-3.006267234895958,STOP_LOSS,3.0,5.0,582.0,0.25898571428571426,NEU,
121dd21202468cee,2025-03-11 08:00:00+00:00,2025-03-12 12:32:00+00:00,META,S01,1683,594.01,623.7005,0.0,49969.11150000007,4.998316526657807,TAKE_PROFIT,3.0,5.0,1712.0,0.22361111111111112,NEU,
f7337fe36ffb2e71,2025-03-11 08:00:00+00:00,2025-03-11 13:32:00+00:00,ORCL,S01,6896,145.0,140.64000000000001,0.0,-30066.5599999999,-3.0068965517241275,STOP_LOSS,3.0,5.0,332.0,0.20078999999999997,NEU,
b6208964f1850d78,2025-03-11 08:13:00+00:00,2025-03-12 14:41:00+00:00,CSCO,S01,16066,62.239999999999995,60.36279999999999,0.0,-30159.095200000032,-3.016066838046276,STOP_LOSS,3.0,5.0,1828.0,0.3178,NEU,
26b03d4498869dc3,2025-03-11 08:53:00+00:00,2025-03-13 13:54:00+00:00,INTU,S01,1715,583.01,565.5097,0.0,-30013.014500000067,-3.0017152364453508,STOP_LOSS,3.0,5.0,3181.0,0.46345000000000003,NEU,
8981e442dfa24548,2025-03-11 08:00:00+00:00,2025-03-11 16:00:00,QCOM,S01,6496,153.92,153.10000000000002,0.0,-5326.719999999771,-0.03804799999999837,SENTIMENT_EOD_SELL,3.0,5.0,720.0,0.23700000000000002,NEU,
eb0728c3701c6c8a,2025-03-12 08:00:00+00:00,2025-03-12 13:34:00+00:00,NVDA,S01,9089,110.02000000000001,115.51100000000001,0.0,49907.699,4.990910743501181,TAKE_PROFIT,3.0,5.0,334.0,0.26033,NEU,
7dc203228d81acc2,2025-03-12 08:00:00+00:00,2025-03-13 17:14:00+00:00,META,S01,1644,608.01,589.7597,0.0,-30003.493200000063,-3.0016447097909635,STOP_LOSS,3.0,5.0,1994.0,0.27731,NEU,
92a4b04d55dc9831,2025-03-12 08:26:00+00:00,2025-03-12 18:29:00+00:00,ORCL,S01,6912,144.66,151.883,0.0,49925.37600000009,4.993087239043283,TAKE_PROFIT,3.0,5.0,603.0,0.262725,NEU,
b307bcdfc09384db,2025-03-12 11:10:00+00:00,2025-03-12 20:06:00+00:00,ADBE,S01,2293,436.03999999999996,422.94879999999995,0.0,-30018.121600000035,-3.0022933675809593,STOP_LOSS,3.0,5.0,536.0,0.29754,NEU,
e5811fda38df9812,2025-03-12 08:00:00+00:00,2025-03-12 16:00:00,MSFT,S01,2624,381.01,384.04,0.0,7950.720000000078,0.0567908571428577,SENTIMENT_EOD_SELL,3.0,5.0,720.0,0.28993,NEU,
543bff37dc535271,2025-03-12 08:00:00+00:00,2025-03-12 16:00:00,GOOGL,S01,6070,164.73,167.69,0.0,17967.200000000048,0.1283371428571432,SENTIMENT_EOD_SELL,3.0,5.0,720.0,0.26242,NEU,
0d91946ea952b04f,2025-03-11 08:00:00+00:00,2025-03-13 09:30:00,AMZN,S01,5145,194.35999999999999,197.39000000000001,0.0,15589.350000000151,0.11135250000000108,SENTIMENT_MORNING_SELL,3.0,5.0,3210.0,0.35903,NEU,
